squareMeters,rooms,latitude,longitude,centreDistance,poiCount,price,date,hasParkingSpace_no,hasParkingSpace_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasSecurity_no,hasSecurity_yes,hasStorageRoom_no,hasStorageRoom_yes
45.0,3.0,52.2485,20.98626,2.21,51.0,4200,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
92.0,5.0,52.3047541715625,20.9921872820234,8.16,9.0,6000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
43.0,2.0,52.20252,21.01781,3.39,37.0,4050,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
40.0,2.0,52.1989805833457,21.0174538223848,3.76,31.0,4300,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
137.0,4.0,52.2561,21.0052,2.71,20.0,10000,December 2023,0,1,1,0,1,0,1,0,0,1,1,0
69.0,3.0,52.32072,20.93797,10.86,20.0,4100,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
100.0,3.0,52.24072,21.02583,1.82,50.0,14000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
32.0,1.0,52.22552,21.03738,2.4,21.0,4000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
63.0,3.0,52.22734,20.88456,8.12,5.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
53.0,2.0,52.276,20.9527,6.02,23.0,5000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
85.0,4.0,52.22039,20.98298,1.88,33.0,5500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
32.0,2.0,52.2345,20.99179,0.86,90.0,6000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.2,2.0,52.19326,20.90148,8.16,22.0,2900,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
57.0,3.0,52.27612,20.95276,6.03,26.0,4900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
54.0,3.0,52.22734,21.01205,0.76,109.0,4000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
62.0,3.0,52.2359103,21.01653443,1.0,112.0,5270,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.1695911,21.068519,8.2,14.0,5905,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
36.0,2.0,52.25143,21.03199,2.92,33.0,2800,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
68.0,2.0,52.2615184915606,21.0444880397064,4.33,17.0,3500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.18513935,20.99254274,5.23,19.0,3500,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
66.0,3.0,52.2599174,20.9741517,3.72,31.0,5000,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
55.0,2.0,52.1554267132351,21.0166778137182,8.53,9.0,3000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
42.0,2.0,52.22988,20.93251,4.84,11.0,3350,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
48.6,2.0,52.2344064719409,21.0157914852629,0.89,117.0,4500,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
63.4,2.0,52.19276,21.02504,4.57,19.0,4000,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
69.0,3.0,52.2930278571053,20.9403124585753,8.06,18.0,4500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
40.0,2.0,52.23513875,20.91208466,6.24,16.0,2900,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
38.0,2.0,52.23163711,21.00581646,0.15,72.0,3500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.20742,21.02106,2.95,35.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
57.0,3.0,52.1785068992368,21.0557257654373,6.9,13.0,2900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
64.0,2.0,52.24630665,21.06346312,4.39,19.0,3900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.36,2.0,52.18432855,21.00888279,5.28,16.0,3600,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
43.98,2.0,52.2493468,21.0365736,2.98,29.0,3100,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
46.0,2.0,52.1824894,20.9929795,5.52,17.0,4000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2374396,21.0052173,0.65,50.0,4000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
54.0,2.0,52.2359,20.98605,1.28,69.0,5000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
29.0,1.0,52.25326,21.00071,2.4,34.0,2900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.41,3.0,52.2809012,20.9215347,7.82,7.0,4000,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
46.0,2.0,52.24258,21.02642,1.97,32.0,3400,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
47.0,3.0,52.2261,21.0399,2.55,21.0,4250,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
70.0,2.0,52.23083,20.9976,0.42,69.0,4900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
130.0,4.0,52.2192265,20.9900668,1.67,27.0,12000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.0,2.0,52.1953,20.9887,4.17,10.0,4850,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
37.0,2.0,52.2585545919908,21.0270607757875,3.39,32.0,2600,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
58.0,2.0,52.2616,20.9938,3.39,36.0,4040,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
46.0,3.0,52.28792,20.93722,7.71,23.0,2900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2186792471782,20.8984866376418,7.3,6.0,3600,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
81.0,3.0,52.2025,20.9969,3.28,18.0,4700,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
57.3,3.0,52.322,21.05518,10.64,16.0,3500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
34.0,2.0,52.23381,20.96885,2.38,36.0,4200,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
120.0,4.0,52.1941146,21.0201615,4.33,31.0,13000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
47.36,2.0,52.22794,20.95852,3.1,11.0,4000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.23338,20.98782,1.09,68.0,6800,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
65.0,2.0,52.16808,21.06646,8.27,14.0,5700,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.6,2.0,52.33584,20.93846,12.4,12.0,2500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
61.15,3.0,52.21998,21.019,1.68,68.0,7800,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
85.27,4.0,52.23079,20.93528,4.65,11.0,6700,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
38.78,2.0,52.29511,20.94393,8.13,10.0,2600,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
36.05,2.0,52.25334,21.00824,2.43,54.0,3500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.22402,20.9404,4.39,38.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
83.0,3.0,52.20505,21.04559,4.12,16.0,6000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
37.9,2.0,52.22498,20.95288,3.53,25.0,4000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.0,2.0,52.26214,20.95704,4.63,11.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.23167,20.99552,0.55,71.0,3999,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
72.5,3.0,52.1663,21.0126,7.3,3.0,4500,December 2023,0,1,0,1,0,1,0,1,0,1,0,1
54.0,3.0,52.332881,20.948503,11.86,18.0,3200,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
122.0,4.0,52.158,21.0664,9.25,10.0,11500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
100.0,3.0,52.22989,21.02464,1.45,42.0,14500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
47.0,2.0,52.23177,20.98788,1.07,69.0,3200,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
44.0,2.0,52.3438891,21.0485654,12.84,3.0,2400,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
56.0,2.0,52.2009,21.00571,3.43,26.0,5700,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
75.0,3.0,52.17788,21.03226,6.3,9.0,8500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
48.0,3.0,52.235,20.9937,0.76,88.0,4400,December 2023,0,1,1,0,1,0,1,0,1,0,0,1
35.0,1.0,52.2459929,21.0747359,5.1,35.0,2500,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
58.0,2.0,52.2573024,20.9940056,2.92,31.0,4200,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.1904,21.0131,4.64,21.0,3400,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
49.0,2.0,52.2861,20.9295,7.87,19.0,4500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
42.0,2.0,52.2493063,21.0101114,2.01,80.0,3900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
55.0,2.0,52.2357602,20.9885467,1.12,80.0,8000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
98.4,4.0,52.1291577,21.0715129,12.31,29.0,5800,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.24353,20.98081,2.03,33.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.24348225,21.0104327,1.39,45.0,10000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.1930557,21.00584977,4.3,30.0,3100,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
44.0,2.0,52.2311,21.01259,0.62,107.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
81.0,3.0,52.2031,20.996,3.22,18.0,7000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
43.0,3.0,52.34012,20.9525,12.54,3.0,4000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.20251,20.88107,8.95,11.0,2700,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
81.7,3.0,52.21918,20.98077,2.09,36.0,4200,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
140.0,6.0,52.16883419,21.06594086,8.18,10.0,12000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
39.0,2.0,52.22818,21.01257,0.73,116.0,4000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
56.0,3.0,52.244,21.0087,1.41,54.0,4000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
37.5,2.0,52.2607411168312,20.9840952708172,3.49,24.0,2500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
91.0,3.0,52.2292859,21.02391695,1.41,46.0,14500,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
52.79,2.0,52.1731511,20.999701,6.52,29.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
35.0,2.0,52.2360987,21.0215288,1.32,87.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.77,2.0,52.22112,20.88905,7.89,0.0,3300,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.66,3.0,52.2693286,20.9818745,4.44,41.0,4400,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
35.7,2.0,52.23076,21.01739,0.95,126.0,3100,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
61.0,2.0,52.2431798558059,20.9618243009213,3.11,21.0,4600,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
32.0,2.0,52.2065959752074,21.0089732370256,2.82,22.0,3500,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
81.0,3.0,52.24546,20.96518,3.03,16.0,5500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
64.0,3.0,52.3313163282144,20.9727716748816,11.27,9.0,5000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
110.0,4.0,52.2556693,21.0434452,3.8,48.0,9500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
82.0,3.0,52.19040315,21.13640605,10.15,2.0,5000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
113.0,4.0,52.19463,20.98549,4.3,16.0,7000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
41.0,2.0,52.1551702,21.0724713,9.72,12.0,3000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
70.0,3.0,52.2421889724969,20.8993606822959,7.19,16.0,4400,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
93.0,3.0,52.19589,20.99351,4.04,12.0,8500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.2304,21.1018,6.69,16.0,4900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,3.0,52.30785,20.99385,8.49,9.0,4200,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
53.3,2.0,52.21478,20.96109,3.45,16.0,4250,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
46.0,2.0,52.24861,20.95235,3.96,20.0,3200,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.95,2.0,52.2430329,20.9978011,1.32,61.0,4450,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
45.79,2.0,52.1727871,21.0110975,6.57,9.0,3000,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
58.0,3.0,52.19289206,20.93163371,6.53,3.0,4200,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
59.0,3.0,52.2566,20.9648,3.82,27.0,6200,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
75.0,3.0,52.1781244367961,21.0321484634714,6.27,8.0,8500,December 2023,0,1,1,0,1,0,1,0,0,1,0,1
39.0,2.0,52.2566964,20.9920342,2.89,39.0,3000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
138.8,4.0,52.20839,21.03156,3.22,16.0,11000,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
75.0,3.0,52.18481,20.99727,5.23,21.0,7000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
105.0,3.0,52.15355,21.07915,10.1,9.0,16000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.2991,21.0111,7.51,0.0,2800,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
120.0,5.0,52.1561298,21.1116284,11.18,0.0,7900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
64.0,3.0,52.20732,21.03917,3.64,14.0,4250,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.0,2.0,52.29422,21.01847,7.02,10.0,2550,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
122.0,5.0,52.2503,20.9954,2.14,52.0,6960,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.20751,21.06402,4.92,14.0,2850,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.8,3.0,52.201203,20.9566859,4.66,16.0,4400,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
58.0,3.0,52.2237676,20.94530111,4.07,37.0,3589,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
100.0,3.0,52.20870463,21.03138328,3.18,15.0,9000,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
79.0,3.0,52.23362,20.95361,3.41,15.0,4349,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
58.0,2.0,52.2296756,21.0122287,0.63,113.0,4700,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
33.0,1.0,52.23244,20.97863,1.7,33.0,3950,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
41.43,2.0,52.2287,20.99488,0.68,60.0,7346,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
125.0,4.0,52.23753,21.03153,2.01,39.0,17000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
52.0,2.0,52.23069,20.99612,0.52,67.0,6500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.8,2.0,52.2376,20.992,1.02,75.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
48.0,2.0,52.18866,21.04752,5.65,11.0,3000,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
55.4,2.0,52.2454228,20.97803995,2.31,19.0,4000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
100.0,4.0,52.26534,20.94426,5.5,7.0,8500,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
35.4,2.0,52.24894,20.99064,2.11,64.0,2900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
100.0,3.0,52.16038,21.07071,9.16,24.0,7499,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
104.0,4.0,52.2596,20.9684,3.92,34.0,12500,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
65.0,2.0,52.22676108,21.0341835,2.16,25.0,5300,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
39.5,2.0,52.268311,20.968535,4.72,15.0,2999,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
68.0,3.0,52.17778,21.06688,7.39,11.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
51.7,3.0,52.24223,20.89612,7.41,14.0,4900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.0,2.0,52.22295,20.94019,4.42,35.0,3400,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
64.0,2.0,52.24098,20.98086,1.86,40.0,3800,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
52.0,2.0,52.25327,20.99506,2.47,57.0,4000,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
39.0,2.0,52.23905,21.00393,0.82,53.0,4000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.2301,20.9932,0.73,53.0,4300,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
74.0,3.0,52.1939047,20.985323,4.38,14.0,7500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.5,2.0,52.26122,20.98387,3.54,25.0,3200,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
75.0,3.0,52.19386,21.01012,4.23,33.0,8500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
83.0,3.0,52.1852,21.02266,5.33,21.0,6000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
72.0,3.0,52.2754852,20.98135051,5.1,14.0,3700,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2386238,21.0818602,5.39,39.0,2700,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
38.0,2.0,52.194157,21.0346955,4.68,4.0,3400,December 2023,0,1,1,0,1,0,1,0,0,1,1,0
56.0,3.0,52.13782,21.02528,10.54,3.0,5000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
59.0,2.0,52.17433,20.99022,6.45,14.0,5200,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.2212,20.9843,1.76,31.0,4700,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
40.0,2.0,52.25941,21.05001,4.41,20.0,3700,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
85.0,3.0,52.20331,20.99783,3.18,23.0,8000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.2279569,20.9587416,3.08,11.0,5000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.2729,20.9932,4.63,14.0,2600,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
85.0,3.0,52.23641,20.93387,4.77,14.0,6900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
45.0,2.0,52.25307,20.99013,2.54,67.0,5000,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.1935787,20.9411611,6.0,0.0,3000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
45.0,2.0,52.23065,20.97569,1.9,32.0,4300,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,2.0,52.17352,20.99993,6.48,29.0,6000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.19655287,20.89425323,8.41,19.0,2500,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
90.0,3.0,52.2112889,20.9762158,2.94,20.0,7800,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
52.0,2.0,52.181,21.02859,5.89,15.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
73.0,3.0,52.22568,21.02026,1.32,74.0,5900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.1884866780118,20.9087312943649,8.05,12.0,3000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
43.0,2.0,52.2242408,20.93977325,4.42,37.0,3250,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
65.0,3.0,52.17558,21.00067,6.24,21.0,5500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2268307,21.01526965,0.96,118.0,2600,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
37.05,2.0,52.2735,20.94662,6.05,23.0,2700,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
83.0,4.0,52.1605665,21.0706073,9.14,26.0,7950,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.15802,21.06636,9.24,10.0,8500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2560134815129,20.9206956572567,6.26,19.0,2750,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
55.56,2.0,52.2580679,20.9445136,4.97,2.0,4200,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
32.0,1.0,52.1854,20.9598,5.95,10.0,2500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.2834,20.9,9.09,2.0,2995,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
100.0,4.0,52.19021885,20.9884894,4.73,17.0,7000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
70.0,3.0,52.2368036706698,21.0321932072436,2.03,29.0,5800,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
45.66,2.0,52.23062,20.9887,1.02,61.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
48.0,2.0,52.20694,20.93764,5.27,4.0,3000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.49,2.0,52.16725,21.06882,8.44,17.0,3900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
73.0,3.0,52.22572,21.01595,1.08,116.0,5700,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
33.35,1.0,52.2408054,21.0006574,1.03,53.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
55.88,2.0,52.2408054,21.0006574,1.03,53.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
43.0,2.0,52.1914,20.92794,6.83,2.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.23439,20.98912,1.03,81.0,6950,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
90.0,3.0,52.23123,21.09252,6.06,13.0,7000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.0,2.0,52.21493,20.96901,3.0,23.0,5000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
68.0,3.0,52.19021,21.05376,5.74,10.0,5000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
54.3,3.0,52.1889899,21.0022116,4.75,22.0,4900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
44.5,2.0,52.1889899,21.0022116,4.75,22.0,4100,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.24,2.0,52.2380808,20.9785451,1.84,37.0,3100,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.0,2.0,52.1624,20.9928,7.74,11.0,3500,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
88.0,3.0,52.2257606,21.0110819,0.84,118.0,6900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
92.5,4.0,52.25807,20.94451,4.98,2.0,11000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.17041526,21.06903076,8.15,13.0,3480,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.23412,21.01603,0.89,116.0,9700,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
45.5,2.0,52.19942495,21.04420735,4.53,12.0,3700,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
86.0,4.0,52.22499847,21.0739994,4.86,13.0,6000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
70.0,3.0,52.16933,20.99861,6.94,17.0,9000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
83.0,3.0,52.22470585,21.00899356,0.86,103.0,12500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.14249415,21.04816515,10.38,28.0,3100,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
51.0,2.0,52.28493,20.92677,7.9,11.0,4500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
43.0,2.0,52.20252,21.01747,3.38,37.0,3200,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,3.0,52.1513,21.00122,8.94,1.0,5500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
50.0,2.0,52.18375,21.04316,5.98,3.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
83.0,4.0,52.23867,21.09066,5.98,24.0,6000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
58.0,3.0,52.2268,20.93566,4.66,18.0,5400,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
40.0,2.0,52.2598579,20.920123,6.49,10.0,3500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.2049,21.01387,3.06,32.0,3100,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
44.7,2.0,52.33444,20.93708,12.29,14.0,2600,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
77.0,3.0,52.257319,20.9786819,3.31,26.0,6500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
58.0,3.0,52.22292,20.93932,4.48,34.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
68.0,3.0,52.22257,21.08492,5.63,12.0,4750,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.22632,20.97813,1.83,22.0,8490,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.24097,21.02663,1.88,43.0,5681,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
44.0,2.0,52.179,20.9931,5.9,14.0,3800,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
135.0,4.0,52.18471,21.02506,5.43,19.0,6900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
45.6,2.0,52.18228,20.99367,5.54,17.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
30.0,1.0,52.179,20.9931,5.9,14.0,3200,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
27.0,2.0,52.227221323149,20.9956510757003,0.73,55.0,2600,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.15738005,21.08238942,9.86,10.0,3000,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
127.0,4.0,52.2018289,20.95147299,4.86,10.0,14900,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
65.0,3.0,52.277386,20.98315855,5.27,5.0,4500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
