squareMeters,rooms,latitude,longitude,centreDistance,poiCount,price,date,hasParkingSpace_no,hasParkingSpace_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasSecurity_no,hasSecurity_yes,hasStorageRoom_no,hasStorageRoom_yes
56.0,2.0,52.2532,21.0041,2.39,36.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
84.0,4.0,52.2201822,21.0048723,1.29,25.0,7000,November 2023,1,0,1,0,1,0,1,0,0,1,0,1
100.0,5.0,52.16557,21.07471,8.81,26.0,9500,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
76.0,4.0,52.24088,21.01556,1.31,48.0,9800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
74.0,4.0,52.22607,21.01116,0.81,114.0,9600,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
86.0,4.0,52.22507,21.0741,4.86,13.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
52.0,2.0,52.23072766,20.97826481,1.73,31.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
119.0,4.0,52.1952,20.98369,4.28,18.0,13000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
132.0,4.0,52.19463,20.98549,4.3,16.0,7000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.23338,20.98782,1.09,68.0,4320,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
82.0,3.0,52.24401,20.96379,3.03,19.0,6950,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.23665,21.05414,3.49,37.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
57.0,3.0,52.22834,21.05827,3.74,36.0,4300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.86,2.0,52.25589,20.94164,5.0,2.0,6600,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
43.0,2.0,52.18258,20.99348,5.51,18.0,8000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
114.0,4.0,52.2406697,20.9992514,1.04,58.0,7500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
72.0,3.0,52.22125,20.98021,1.97,30.0,5800,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
101.5,4.0,52.2004607,21.02875673,3.88,24.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
135.0,6.0,52.23665,20.98488,1.39,67.0,16000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
120.0,4.0,52.1849,21.03227,5.56,5.0,12000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
73.47,3.0,52.23514,21.03515,2.18,26.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.1870331,20.9928311,5.02,24.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.19,2.0,52.2303165,21.0827654,5.4,25.0,4500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
135.0,4.0,52.20094,21.03857,4.17,23.0,11000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
91.0,3.0,52.16924,21.01919,7.03,4.0,8000,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
102.7,4.0,52.18796,20.99394,4.91,26.0,14000,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
119.0,5.0,52.18523,21.02159,5.31,23.0,9500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
71.0,3.0,52.177642,21.047995,6.73,12.0,9500,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
90.0,3.0,52.21898,20.98963,1.7,28.0,10500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
115.0,5.0,52.24496,21.01333,1.62,62.0,10000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,3.0,52.2366,21.01781,1.11,89.0,7500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.1906665,21.0177388,4.67,22.0,6000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
84.0,3.0,52.20443,21.00321,3.03,26.0,7500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
94.0,3.0,52.21803,20.98855,1.83,26.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.19058,21.02111,4.73,18.0,8500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
65.0,2.0,52.1907,21.02853,4.87,9.0,6000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
41.0,2.0,52.24531,21.01348,1.66,67.0,4600,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
58.0,2.0,52.23897,21.02012,1.39,65.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.2254,21.00687,0.74,92.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
95.0,3.0,52.23218,21.03815,2.36,18.0,9550,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.0,2.0,52.25014,21.00002,2.06,19.0,5700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
60.0,2.0,52.22312,21.01993,1.47,86.0,4100,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
100.0,3.0,52.23687,21.02604,1.63,66.0,13000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
75.0,3.0,52.19252,21.05555,5.62,9.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
107.5,5.0,52.20745,21.03029,3.25,16.0,7500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
90.0,3.0,52.227,21.02358,1.46,52.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
115.0,5.0,52.17353,21.08406,8.48,8.0,10000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
98.0,3.0,52.2415,21.02632,1.89,39.0,14000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
107.0,5.0,52.16953,21.07648,8.52,14.0,8700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
35.0,1.0,52.22015,21.02108,1.75,63.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
130.0,4.0,52.20403,20.99662,3.11,21.0,13900,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
110.0,5.0,52.22515,21.0359,2.32,24.0,8400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
45.0,2.0,52.2256,20.95709,3.24,10.0,4300,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
138.0,4.0,52.18491,21.04484,5.92,6.0,9500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
137.0,4.0,52.2114,20.9572,3.88,16.0,7000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
120.0,4.0,52.19327,20.99552,4.31,21.0,12500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
86.7,3.0,52.15879,21.06673,9.18,14.0,7200,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
105.0,4.0,52.18252,20.99366,5.51,18.0,18000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
52.0,2.0,52.28192,20.94921,6.7,25.0,5000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
90.0,3.0,52.22968,21.01223,0.63,113.0,10000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
140.0,6.0,52.17062,21.06663,8.04,12.0,13000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
145.87,6.0,52.19661,21.01896,4.04,30.0,17500,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
127.0,4.0,52.28138,20.98463,5.67,3.0,9500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
98.0,3.0,52.2256,21.01205,0.89,125.0,6000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
52.0,2.0,52.19181,21.05497,5.65,7.0,4000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
120.0,4.0,52.1907,21.02853,4.87,9.0,10500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
76.0,3.0,52.2422,21.02478,1.86,38.0,9000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
93.4,3.0,52.2288,21.02249,1.33,60.0,14500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
94.0,4.0,52.22577,21.02603,1.67,36.0,10000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
120.0,5.0,52.2273,21.03391,2.12,20.0,19000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.20958,21.02066,2.72,33.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
110.0,5.0,52.20164,21.02738,3.72,27.0,14000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.20715,20.91028,6.92,10.0,6000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
87.0,3.0,52.22351,21.01667,1.28,120.0,15000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.0,2.0,52.18973,20.90497,8.18,20.0,4500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
120.0,4.0,52.2281,21.05846,3.76,30.0,9500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.0,2.0,52.2657,21.04134,4.57,10.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.0,2.0,52.2657,21.04134,4.57,10.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.1596,21.08246,9.65,21.0,12000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
149.33,6.0,52.19661,21.01896,4.04,30.0,16000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
83.0,4.0,52.243,20.9204,5.8,5.0,5100,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
44.0,2.0,52.26881975,20.98486548,4.32,36.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.0,2.0,52.2014,20.8863,8.67,10.0,4300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
81.4,4.0,52.2819,21.058,6.7,10.0,4400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
51.0,3.0,52.1691,20.9951,6.99,10.0,4700,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
85.0,4.0,52.2382,21.0288,1.86,44.0,6800,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
45.0,2.0,52.18726,21.0255847,5.17,18.0,3700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
32.0,1.0,52.2263,20.9541,3.42,22.0,2950,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
65.0,2.0,52.2003227,21.0306668,3.95,20.0,3300,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.2205,21.0121,1.38,81.0,5000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.5,2.0,52.2428,20.9815,1.94,34.0,3700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.23478895,20.98495509,1.31,65.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
77.5,3.0,52.16138,21.03752,8.16,15.0,5500,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
49.0,2.0,52.15202,21.10499,11.24,0.0,3900,November 2023,0,1,1,0,1,0,1,0,1,0,0,1
52.0,2.0,52.2708,21.0579,5.71,19.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
86.0,4.0,52.22619,21.07505,4.91,22.0,6000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
46.0,2.0,52.2409582,21.095879,6.37,31.0,3600,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
37.0,2.0,52.26873575,20.97931035,4.44,40.0,2900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
48.0,2.0,52.2538752,20.9898818,2.63,65.0,2800,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
63.0,3.0,52.2803,20.9199,7.85,7.0,4800,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
25.0,1.0,52.1499,21.0275,9.24,15.0,3000,November 2023,0,1,1,0,1,0,1,0,0,1,0,1
61.0,3.0,52.32108075,20.99713196,9.95,3.0,3750,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
60.0,3.0,52.1855043,20.9938209,5.18,18.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
73.0,3.0,52.2135,21.0183,2.26,28.0,4400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.02,3.0,52.227957,21.0884204,5.79,19.0,3900,November 2023,0,1,1,0,1,0,1,0,1,0,0,1
35.0,1.0,52.2456,21.0032,1.54,30.0,2500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
83.0,3.0,52.22481,21.00842,0.84,98.0,12500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
34.0,1.0,52.1904,21.0171,4.69,22.0,3000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
120.0,4.0,52.25980503,21.02336884,3.4,15.0,11000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.1675,21.003,7.14,5.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,3.0,52.1516,21.0517,9.49,28.0,4500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
90.0,4.0,52.1378544,21.0291229,10.58,3.0,7900,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
51.0,2.0,52.2792,20.9478,6.5,29.0,2650,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.0,2.0,52.223,21.0687,4.54,14.0,2900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
71.15,3.0,52.16244,21.07455,9.1,31.0,7000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
43.5,2.0,52.2644,21.04493,4.6,12.0,4100,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
114.5,5.0,52.25291915,21.0344706,3.16,43.0,7000,November 2023,0,1,1,0,1,0,1,0,1,0,0,1
51.53,2.0,52.2503468,21.0315881,2.82,28.0,4800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.0,2.0,52.3317,20.9362,12.03,16.0,2800,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
57.0,2.0,52.1799,20.9478,6.9,8.0,3990,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.0,2.0,52.2753708,20.9607786,5.66,16.0,3700,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
83.5,3.0,52.185083,21.0229359,5.35,22.0,5300,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
82.0,3.0,52.2291509,20.99083702,0.91,54.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
113.0,4.0,52.2030789,20.9960438,3.22,18.0,12000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
51.0,2.0,52.1923474,20.9893179,4.48,20.0,4200,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.1665,21.0789,8.89,27.0,5450,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
48.5,2.0,52.28822,21.03488,6.64,17.0,3000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
43.0,2.0,52.23195,21.08944,5.85,9.0,3300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.0,2.0,52.231,21.0648,4.17,31.0,2700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
118.0,4.0,52.2402555,21.0000517,0.98,56.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
71.0,3.0,52.2573089,20.9940031,2.92,32.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.1835828,21.0082637,5.36,19.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
68.0,3.0,52.1835828,21.0082637,5.36,19.0,9000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.20485115,21.00358562,2.99,23.0,4200,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.22621,21.01341,0.91,128.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
72.0,3.0,52.1904704,20.9063789,8.05,20.0,4300,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
69.05,3.0,52.16498249,21.06697083,8.59,13.0,7800,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
88.0,3.0,52.2088082,21.0017435,2.55,13.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
55.0,2.0,52.23957,20.90279,6.92,21.0,3700,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
60.0,3.0,52.2321,20.9767,1.83,31.0,6000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
56.0,2.0,52.252328,21.002595,2.29,41.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.14077135,21.04340384,10.47,14.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.0,3.0,52.2876025,21.03214112,6.51,16.0,3100,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,2.0,52.252328,21.002595,2.29,41.0,4500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
44.1,2.0,52.2397,20.912,6.3,17.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
68.0,3.0,52.2245,21.0384,2.5,22.0,4500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
37.0,2.0,52.23723195,21.00446988,0.62,50.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.3127908,20.9204418,10.64,6.0,3300,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
46.2,2.0,52.233546,21.113452,7.49,10.0,2900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
35.0,2.0,52.229058,20.9938091,0.73,55.0,4400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
48.0,2.0,52.18517,21.04419,5.87,6.0,3500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
37.5,2.0,52.23644,21.02742,1.71,52.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.2434,21.0022,1.3,41.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.68,3.0,52.2206259,20.9895294,1.56,34.0,4500,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
73.5,3.0,52.1892,21.0756,6.81,2.0,6500,November 2023,0,1,0,1,0,1,0,1,0,1,0,1
25.0,1.0,52.232,20.9925,0.75,77.0,3300,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
49.0,2.0,52.1868,21.0638,6.46,19.0,3999,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
52.0,3.0,52.2422,20.8962,7.4,14.0,4700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.229,21.11,7.26,10.0,3400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
40.0,2.0,52.3131,20.973,9.29,4.0,2500,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
87.0,3.0,52.2573024,20.9940056,2.92,31.0,6200,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.0,2.0,52.21984,20.9874078,1.72,33.0,3000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.2808673,20.9522084,6.49,23.0,2900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
32.0,1.0,52.21423,20.97814,2.6,21.0,2800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,3.0,52.1859,21.0501,6.0,15.0,2950,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.5,2.0,52.218539,20.89803718,7.34,5.0,3600,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
146.0,6.0,52.2549269,20.994782,2.65,48.0,20000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
105.0,4.0,52.2111,20.9575,3.89,15.0,7900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.23195,21.08944,5.85,9.0,3300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
120.0,5.0,52.21836,21.01846,1.8,53.0,12000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.3,2.0,52.1885027,21.0451648,5.58,8.0,3000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.1958794,21.0312553,4.41,11.0,2900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
49.0,3.0,52.21,21.0057,2.42,10.0,3650,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.1736,21.0483,7.15,7.0,3500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
36.5,2.0,52.2916,20.934,8.17,22.0,3300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.67,2.0,52.20541,20.88159,8.81,11.0,2900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2096,20.9701,3.35,24.0,3450,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.2907,20.932,8.17,18.0,2800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
71.3,3.0,52.1719656,21.03259449,6.93,10.0,5000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
41.0,2.0,52.3256,21.0433,10.78,3.0,2900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
132.0,4.0,52.201,20.9659,4.27,13.0,6500,November 2023,0,1,0,1,0,1,0,1,0,1,0,1
138.0,4.0,52.22207,20.9803,1.91,30.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.1940417,20.9546382,5.35,13.0,3500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.18652,20.99538,5.06,21.0,3700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2252,20.9922,1.06,32.0,3400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
61.3,2.0,52.2073214,20.92420337,6.05,7.0,4500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
78.0,4.0,52.2027,21.0186,3.38,41.0,4900,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
42.0,2.0,52.2785,20.971,5.65,10.0,4000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
118.0,5.0,52.2529108,21.0047962,2.36,41.0,8750,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
68.0,3.0,52.2225112,21.0122354,1.18,105.0,4000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
44.0,2.0,52.27733405,21.00967201,5.09,1.0,3500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
96.0,3.0,52.22579625,21.03815578,2.45,22.0,5350,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
50.0,2.0,52.1868292,20.8807261,9.74,2.0,2600,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
59.0,3.0,52.173523,20.9999269,6.48,29.0,3600,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
45.0,2.0,52.2340627,21.102957,6.77,21.0,2650,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
62.9,3.0,52.24874,21.0467,3.49,14.0,3200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
69.76,3.0,52.16239,21.07464,9.1,30.0,5500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.1784,21.04662,6.61,11.0,6900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
55.54,2.0,52.2522476,21.0026377,2.28,41.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
86.6,3.0,52.1875601,21.0532349,5.96,14.0,5300,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.3386057691321,20.9861918829146,11.94,2.0,3400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
133.0,4.0,52.18184705,21.02543767,5.74,22.0,9000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
34.0,1.0,52.239,20.9777,1.94,33.0,3099,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
67.17,3.0,52.2466798,21.0189197,1.97,32.0,6000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
59.0,2.0,52.249126,21.083858,5.8,35.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,2.0,52.252328,21.002595,2.29,41.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
27.6,1.0,52.23525,21.00963,0.57,64.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
56.0,2.0,52.2016251,21.0303179,3.81,22.0,4950,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
104.0,4.0,52.251,21.0042,2.15,53.0,10400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,3.0,52.25877,20.99553,3.06,31.0,5220,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.2064,21.0499,4.23,9.0,3450,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.5,2.0,52.2316,21.0332,2.02,22.0,3000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
44.0,2.0,52.2108,20.9639,3.56,16.0,3300,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
58.0,2.0,52.2546,20.9955,2.6,49.0,3650,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2205387,20.93395566,4.9,20.0,3000,November 2023,0,1,1,0,1,0,1,0,1,0,0,1
58.59,3.0,52.20239435,20.9105155,7.13,8.0,4500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.23478895,20.98495509,1.31,65.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
106.0,5.0,52.23333545,21.05502516,3.51,60.0,9500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
53.0,3.0,52.278181,20.95616294,6.09,21.0,3700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
25.0,1.0,52.25616,20.97983,3.16,23.0,3200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
73.39,3.0,52.22483,20.94682,3.94,34.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
99.78,4.0,52.221803,21.089973,5.99,12.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
130.0,6.0,52.1848995,21.032262,5.56,5.0,13000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
55.0,3.0,52.2292,20.99265,0.79,54.0,3700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
44.5,3.0,52.2475224,21.0934051,6.37,21.0,2400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.0,2.0,52.27717,21.01664,5.13,1.0,2800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
72.0,3.0,52.2453118,20.9778721,2.31,19.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
74.0,3.0,52.275567,20.9336938,6.81,33.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,2.0,52.24803825,21.06101949,4.31,27.0,5500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
83.0,4.0,52.2427964,20.89645338,7.4,16.0,7250,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
54.1,2.0,52.1972994,21.04435343,4.73,5.0,3950,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
56.0,3.0,52.2883913,21.0326286,6.61,16.0,3250,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,3.0,52.28791225,21.03213191,6.54,16.0,3250,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
63.5,3.0,52.24767,21.08757,5.99,35.0,3900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
76.4,3.0,52.1325983,21.0630738,11.74,48.0,5500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
115.0,4.0,52.1938196,20.986748,4.37,16.0,8500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
